0/45500 (epoch 0), train_loss = 11.257, time/batch = 6.570
41500/45500 (epoch 45), train_loss = 2.302, time/batch = 6.518
41550/45500 (epoch 45), train_loss = 2.097, time/batch = 6.458
41600/45500 (epoch 45), train_loss = 2.122, time/batch = 6.453
41650/45500 (epoch 45), train_loss = 2.307, time/batch = 6.472
41700/45500 (epoch 45), train_loss = 2.000, time/batch = 6.473
41750/45500 (epoch 45), train_loss = 2.538, time/batch = 6.452
41800/45500 (epoch 45), train_loss = 2.262, time/batch = 6.465
41850/45500 (epoch 45), train_loss = 2.314, time/batch = 6.463
41900/45500 (epoch 46), train_loss = 2.207, time/batch = 6.460
41950/45500 (epoch 46), train_loss = 2.192, time/batch = 6.493
42000/45500 (epoch 46), train_loss = 2.098, time/batch = 6.458
model saved to save/model.ckpt
42050/45500 (epoch 46), train_loss = 2.151, time/batch = 6.452
42100/45500 (epoch 46), train_loss = 2.300, time/batch = 6.435
42150/45500 (epoch 46), train_loss = 2.322, time/batch = 6.438
42200/45500 (epoch 46), train_loss = 2.022, time/batch = 6.486
42250/45500 (epoch 46), train_loss = 2.185, time/batch = 6.475
42300/45500 (epoch 46), train_loss = 2.251, time/batch = 6.477
42350/45500 (epoch 46), train_loss = 2.063, time/batch = 6.508
42400/45500 (epoch 46), train_loss = 2.067, time/batch = 6.498
42450/45500 (epoch 46), train_loss = 2.134, time/batch = 6.515
42500/45500 (epoch 46), train_loss = 2.005, time/batch = 6.488
42550/45500 (epoch 46), train_loss = 2.157, time/batch = 6.506
42600/45500 (epoch 46), train_loss = 2.145, time/batch = 6.525
42650/45500 (epoch 46), train_loss = 2.241, time/batch = 6.473
42700/45500 (epoch 46), train_loss = 2.053, time/batch = 6.598
42750/45500 (epoch 46), train_loss = 2.069, time/batch = 6.462
42800/45500 (epoch 47), train_loss = 2.073, time/batch = 6.473
42850/45500 (epoch 47), train_loss = 1.949, time/batch = 6.540
42900/45500 (epoch 47), train_loss = 2.207, time/batch = 6.503
42950/45500 (epoch 47), train_loss = 2.067, time/batch = 6.498
43000/45500 (epoch 47), train_loss = 2.076, time/batch = 6.481
model saved to save/model.ckpt
43050/45500 (epoch 47), train_loss = 2.320, time/batch = 6.529
43100/45500 (epoch 47), train_loss = 2.087, time/batch = 6.416
43150/45500 (epoch 47), train_loss = 1.877, time/batch = 6.455
43200/45500 (epoch 47), train_loss = 2.201, time/batch = 6.439
43250/45500 (epoch 47), train_loss = 1.804, time/batch = 6.472
43300/45500 (epoch 47), train_loss = 1.932, time/batch = 6.474
43350/45500 (epoch 47), train_loss = 2.059, time/batch = 6.454
43400/45500 (epoch 47), train_loss = 1.596, time/batch = 6.471
43450/45500 (epoch 47), train_loss = 1.939, time/batch = 6.513
43500/45500 (epoch 47), train_loss = 1.820, time/batch = 6.537
43550/45500 (epoch 47), train_loss = 2.116, time/batch = 6.504
43600/45500 (epoch 47), train_loss = 2.299, time/batch = 6.491
43650/45500 (epoch 47), train_loss = 2.077, time/batch = 6.445
43700/45500 (epoch 48), train_loss = 2.007, time/batch = 6.453
43750/45500 (epoch 48), train_loss = 2.328, time/batch = 6.446
43800/45500 (epoch 48), train_loss = 2.186, time/batch = 6.483
43850/45500 (epoch 48), train_loss = 1.686, time/batch = 6.462
43900/45500 (epoch 48), train_loss = 2.403, time/batch = 6.439
43950/45500 (epoch 48), train_loss = 2.055, time/batch = 6.499
44000/45500 (epoch 48), train_loss = 2.404, time/batch = 6.463
model saved to save/model.ckpt
44050/45500 (epoch 48), train_loss = 2.196, time/batch = 6.470
44100/45500 (epoch 48), train_loss = 1.906, time/batch = 6.467
44150/45500 (epoch 48), train_loss = 2.084, time/batch = 6.469
44200/45500 (epoch 48), train_loss = 2.116, time/batch = 6.485
44250/45500 (epoch 48), train_loss = 1.948, time/batch = 6.456
44300/45500 (epoch 48), train_loss = 1.571, time/batch = 6.492
44350/45500 (epoch 48), train_loss = 2.105, time/batch = 6.459
44400/45500 (epoch 48), train_loss = 2.070, time/batch = 6.490
44450/45500 (epoch 48), train_loss = 2.289, time/batch = 6.485
44500/45500 (epoch 48), train_loss = 2.093, time/batch = 6.493
44550/45500 (epoch 48), train_loss = 2.024, time/batch = 6.500
44600/45500 (epoch 49), train_loss = 1.979, time/batch = 6.484
44650/45500 (epoch 49), train_loss = 2.274, time/batch = 6.461
44700/45500 (epoch 49), train_loss = 2.383, time/batch = 6.444
44750/45500 (epoch 49), train_loss = 1.883, time/batch = 6.461
44800/45500 (epoch 49), train_loss = 2.188, time/batch = 6.470
44850/45500 (epoch 49), train_loss = 2.160, time/batch = 6.461
44900/45500 (epoch 49), train_loss = 2.136, time/batch = 6.510
44950/45500 (epoch 49), train_loss = 2.038, time/batch = 6.447
45000/45500 (epoch 49), train_loss = 2.147, time/batch = 6.439
model saved to save/model.ckpt
45050/45500 (epoch 49), train_loss = 2.107, time/batch = 6.488
45100/45500 (epoch 49), train_loss = 2.239, time/batch = 6.453
45150/45500 (epoch 49), train_loss = 2.085, time/batch = 6.476
45200/45500 (epoch 49), train_loss = 1.906, time/batch = 6.453
45250/45500 (epoch 49), train_loss = 2.014, time/batch = 6.487
45300/45500 (epoch 49), train_loss = 2.448, time/batch = 6.496
45350/45500 (epoch 49), train_loss = 2.012, time/batch = 6.496
45400/45500 (epoch 49), train_loss = 2.122, time/batch = 6.446
45450/45500 (epoch 49), train_loss = 2.160, time/batch = 6.470
model saved to save/model.ckpt
